"ID","Year","State","Population","IMR","IMR_Hispanic","IMR_White","IMR_Black","IMR_Native","IMR_Asian","IMR_20","IMR_20_29","IMR_30_39","IMR_40","Expenditure","Expenditure_edu","Expenditure_edu_education","Expenditure_edu_libraries","Expenditure_social","Expenditure_social_health","Expenditure_social_hospitals","Expenditure_social_insurance","Expenditure_social_veterans","Expenditure_social_welfare","Expenditure_env","Expenditure_env_housing","Expenditure_env_parks","Expenditure_env_resources","Expenditure_env_sewerage","Expenditure_env_waste","President","Governor","Legislature","Gini","Poverty"
488,2009,"NH",1235786,4.9,6.1,4.2,,,,5,4.8,3.2,,10563740,3522861,3485643,37218,2141882,131863,55452,33151,379,1921037,600770,187924,109745,71494,102348,129259,"R","D","D",0.417,4.9
489,2009,"NJ",8414350,5.2,4.8,3.6,12.2,,3.1,9.3,5.4,4.5,5.3,96676621,32055416,31595857,459559,17719968,1681878,2497730,180074,12845,13347441,5730676,1302577,1174456,578013,1513173,1162457,"R","D","D",0.458,6.4
490,2009,"NM",1819046,5.3,5.3,5.5,11.6,5.3,,6.5,5.3,5.1,8.2,21170263,6694884,6658696,36188,5565522,572239,1004137,9836,4543,3974767,1179774,162668,328046,314528,183343,191189,"R","D","D",0.457,13.8
491,2009,"NY",18976457,5.4,5,4,10.6,9.6,3.5,9,5.4,4.5,6.4,279339419,69903864,69042550,861314,66590542,7007803,14619232,311001,15777,44636729,15588410,4864707,2904926,782637,4282702,2753438,"R","D","D",0.495,10.9
492,2009,"NC",8049313,7.9,5.8,5.7,13.9,14,4.9,11.3,8.1,5.9,9.1,76811821,23582153,23341694,240459,20588365,3085354,6274809,177702,4378,11046122,4874418,879543,1135778,866830,1247444,744823,"R","D","D",0.458,10.7
493,2009,"ND",642200,6.3,,4.9,,16.3,,12.5,6,5.1,,6071733,1920365,1909254,11111,969262,83174,17997,7951,433,859707,521268,78627,144152,200262,51626,46601,"R","R","R",0.434,7
494,2009,"OH",11353140,7.7,6.7,6.3,14.5,,4,11,8,6,9.5,108039397,31841024,31443924,397100,26011832,3980827,3891776,274549,0,17864680,6854669,2233330,1218113,378330,2563696,461200,"R","D","S",0.449,9.8
495,2009,"OK",3450654,7.9,5.9,6.9,12.5,9.3,4.1,10.9,7.1,6.7,9.7,30119765,9660396,9584567,75829,7096116,738153,1199753,48057,7345,5102808,1864786,246149,438980,234234,678858,266565,"R","D","R",0.46,12.8
496,2009,"OR",3421399,4.9,4.6,4.8,9.5,8.5,5.5,7.6,5,4.3,5.7,37557921,10741672,10594540,147132,7286364,1006452,1530296,54888,22694,4672034,2680334,614379,579167,510207,854837,121744,"R","D","D",0.444,9.2
497,2009,"PA",12281054,7.1,8.5,5.5,12.6,,4,10.8,7.6,5.8,8,120631733,34736910,34495982,240928,29922362,4404250,2596073,126945,5737,22789357,6703140,1932251,976301,741281,2268520,784787,"R","D","S",0.455,8.2
498,2009,"RI",1048319,5.9,5,5.1,12.5,,6.4,7.7,6.1,5.9,9.6,10749716,2966550,2930968,35582,2390432,194138,64742,18662,3085,2109805,516780,214838,47480,41204,127862,85396,"R","R","D",0.442,7.8
499,2009,"SC",4012012,7,5.4,5.6,11.5,,4,10.1,7.8,5.6,8.8,42137565,12617770,12487832,129938,11493318,1186164,4230323,65867,0,6010964,2009896,442905,469907,249193,493082,354809,"R","R","R",0.462,11.9
500,2009,"SD",754844,6.7,8.3,5.9,,13.7,,12.1,7.4,5.5,,6489782,1955533,1926409,29124,1196334,155785,117291,21088,1584,900586,544764,103493,162866,146596,90375,41434,"R","R","R",0.439,8.4
501,2009,"TN",5689283,8,6.5,6.4,14.1,,4.4,11.2,7.9,6.6,11.3,52757800,13012563,12892050,120513,13156177,1664278,3058495,116108,5056,8312240,2575548,642137,518872,405206,656568,352765,"R","D","R",0.468,12.4
502,2009,"TX",20851820,6,5.5,5.5,10.9,7.7,4.1,7.5,6,5.3,10.1,203950009,70870958,70367039,503919,42461199,4217651,11092834,290340,591627,26268747,10947063,1911883,2662383,1672654,3307167,1392976,"R","R","R",0.474,13.3
503,2009,"UT",2233169,5.3,5.2,4.6,10.1,5.3,8,6.3,4.5,5.3,9.3,24040359,7939008,7835588,103420,4084271,555712,975859,22837,885,2528978,1632568,354908,494743,225296,401459,156162,"R","R","R",0.41,7.8
504,2009,"VT",608827,6.2,,5,,,,,6.4,3.7,,6373365,2291380,2273569,17811,1572944,172107,20204,19642,666,1360325,374202,128243,45596,76701,73233,50429,"R","R","D",0.42,6.7
505,2009,"VA",7078515,7.1,6,5.3,12.7,,4,10.1,7.3,5.8,7.7,65256658,22744959,22471280,273679,13478580,1418676,3234749,115737,7025,8702393,3996708,947692,968959,243375,1168191,668491,"R","D","S",0.456,6.8
506,2009,"WA",5894121,4.9,5.4,4.7,7,9.9,3.6,8.1,5,4.3,5.2,72488406,19437088,19081608,355480,15184214,2419977,4248813,199399,11693,8304332,6120849,1272127,1046356,1006003,2180948,615415,"R","D","D",0.443,8
507,2009,"WV",1808344,7.7,,7.6,9.6,,,8.1,8.1,5.7,13,14567256,4934149,4892887,41262,3552504,298789,392099,27910,4389,2829317,785614,102035,165724,183093,260905,73857,"R","D","D",0.447,12.7
508,2009,"WI",5363675,6,5.6,5.3,13.9,7.9,6.5,10.3,6.2,5.3,9.1,52790390,16419581,16158493,261088,11926895,1804900,1142446,96607,14021,8868921,2997730,329421,618747,753638,947897,348027,"R","D","D",0.424,7.3
509,2009,"WY",493782,6,8.4,5.9,,,,12,6.4,4.5,,8363534,2503565,2453999,49566,2012404,388711,861847,31024,0,730822,632944,24674,155785,264665,104959,82861,"R","D","R",0.413,6.3
510,2009,"DC",572059,10.4,5,4.3,13.9,,,10.9,10.8,8.4,8.7,12620206,2288565,2216907,71658,3279731,526733,146917,49711,0,2556370,1241678,521046,234447,27618,301493,157074,"R",,,0.537,16.3
511,2010,"AL",4779736,8.7,5.9,6.6,12.9,,4.1,10.4,8.4,7.6,6.1,42255101,13318697,13218279,100418,11869379,933103,4811715,96504,7073,6020984,1782134,477055,403945,327427,333355,240352,"D","R","D",0.472,12.6
512,2010,"AK",710231,3.6,,3.4,8.8,7,5.6,5.5,5.1,4,,14450380,3307542,3267105,40437,2389259,239321,331301,44014,4399,1770224,1164179,366440,152426,425397,127780,92136,"D","R","S",0.417,8.2
513,2010,"AZ",6392017,5.9,5.7,5.2,11.1,8.9,6.3,7.6,6.1,5,9.5,53431950,13645881,13433664,212217,11740290,2101544,1038641,86825,12045,8501235,3547401,707128,799134,501955,1142366,396818,"D","R","R",0.454,10.1
514,2010,"AR",2915918,7.2,5.9,6.5,11.4,,7.5,8.9,7.4,6.3,10.5,22798461,8004670,7935727,68943,5637640,297240,968073,73875,1809,4296643,1257437,213278,237606,264329,347228,194996,"D","D","D",0.46,13.1
515,2010,"CA",37253956,4.7,4.7,4.1,9.5,8.1,3.8,6.3,4.7,4.4,7.2,432362533,104666416,103429193,1237223,84763840,11950769,20036749,530621,7963,52237738,32097653,10795798,5795464,5644657,6356543,3505191,"D","R","D",0.466,9.7
516,2010,"CO",5029196,5.9,6.2,5.1,12.1,8.4,6.3,10,6,4.7,8,48630069,13457385,13181461,275924,8040802,1443833,2258610,68157,1574,4268628,3315459,701229,1204910,486546,824016,98758,"D","D","D",0.45,8.4
517,2010,"CT",3574097,5.3,6.8,3.8,10.7,,3.4,9,5.3,4.8,5.7,39310557,11725455,11567679,157776,7883025,736994,1423554,115757,2830,5603890,2020577,760929,283833,141487,488211,346117,"D","R","D",0.48,5.9
518,2010,"DE",897934,7.5,5.8,6.3,13.6,,,11,7.9,7.4,11.2,9745138,3031043,2996096,34947,2136051,412915,55963,17466,0,1649707,585211,168277,70361,85577,178325,82671,"D","D","D",0.434,7.6
519,2010,"FL",18801310,6.5,4.9,5.1,11.8,,4.2,9.4,6.7,5.6,8.3,163536447,39007850,38314203,693647,35467557,4803186,8324949,152426,7096,22179900,14588855,2596413,2866575,3401981,3209638,2514248,"D","R","R",0.467,9
520,2010,"GA",9687653,6.3,4.6,5.1,10.6,,3.5,9.2,7.1,5.7,7,78158468,25164195,24963631,200564,16745496,1849781,5032709,118718,38290,9705998,4558155,1236005,969261,460357,1323032,569500,"D","R","R",0.461,11.1
521,2010,"HI",1360301,6.2,6.9,4,10,,6,9,6.1,4.8,5.7,14339947,3292270,3254786,37484,3260457,576951,640331,5693,3912,2033570,1260770,211380,272600,108317,359719,308754,"D","R","D",0.438,7.1
522,2010,"ID",1567582,4.8,6.2,4.8,,10.1,,8.8,5,4.3,,12054282,3345480,3299008,46472,3007693,241656,905565,44057,0,1816415,842291,147363,126504,242598,182166,143660,"D","R","R",0.421,9.3
523,2010,"IL",12830632,6.8,5.9,5.2,13.2,,5.3,10,6.9,5.9,7.6,129518382,35289111,34608793,680318,22938656,3046732,2689054,154013,55841,16993016,7679577,2031542,2590199,474528,2069947,513361,"D","D","D",0.462,9.1
524,2010,"IN",6483802,7.6,7,6.9,13.6,,6.8,10.6,7.4,7.2,8.5,53247203,17000555,16551640,448915,12591307,771077,3515267,122462,1201,8181300,3107631,860404,577755,346106,1070428,252938,"D","R","S",0.432,9
525,2010,"IA",3046355,4.9,4.5,4.4,11.3,,3.1,9,4.6,3.7,7.2,29537122,9408100,9278824,129276,7893123,538186,2677226,49949,27516,4600246,1715283,255370,308629,461549,496486,193249,"D","D","D",0.424,7.3
526,2010,"KS",2853118,6.2,6.2,5.8,13.9,,6.4,8.9,6.7,5.3,8.3,26535739,8643984,8544598,99386,5839989,473494,1957736,29089,2888,3376782,1385259,284305,312687,263359,354031,170877,"D","D","R",0.441,8.6
527,2010,"KY",4339367,6.8,5,6.5,10.1,,,9.2,6.7,5.6,7.5,38595440,11316267,11247371,68896,9836787,983243,1663995,96677,0,7092872,2005490,386942,302425,380921,699276,235926,"D","D","S",0.46,13.1
528,2010,"LA",4533372,7.5,3.6,6.2,11.8,,6.4,10.9,7.8,7.5,13.4,48754655,12238245,12048652,189593,12077693,854767,4729608,94206,7160,6391952,4832234,2095087,713444,1002862,672424,348417,"D","R","D",0.475,14.4
529,2010,"ME",1328361,5.4,,6,,,,8.8,6.1,4.9,,12285828,3404198,3364677,39521,3593059,503942,138475,21818,268,2928556,812240,260475,79858,165409,186662,119836,"D","D","D",0.428,8.7
530,2010,"MD",5773552,6.8,4.7,3.9,12.5,,4.3,10.8,6.8,6.3,7.7,57484556,18364126,18168211,195915,11243264,1664985,489011,60464,8565,9020239,4495608,1379506,980815,591691,913590,630006,"D","D","D",0.433,5.3
531,2010,"MA",6547629,4.4,6.6,3.7,7,,4.4,8.3,5,3.6,7.5,76678608,18572478,18297737,274741,16684326,1157510,1848004,62477,62341,13553994,5243539,2736996,379077,383721,1346929,396816,"D","D","D",0.461,7
532,2010,"MI",9883640,7.1,5.2,5.5,14,11.7,4.4,10.1,7.3,5.7,8.9,90934592,29409678,29073924,335754,20708584,4117901,3481405,205112,0,12904166,4443372,1115279,724168,352242,1841310,410373,"D","D","S",0.444,9.6
533,2010,"MN",5303925,4.5,5,4,8.3,9.1,4.1,8,4.7,3.9,7.7,55975246,15552012,15331617,220395,14818382,1147372,1820747,76412,24677,11749174,3788825,837511,1227354,642813,705833,375314,"D","R","D",0.43,6.5
534,2010,"MS",2967297,9.6,5.6,6.8,13.4,13.5,,12.7,9.5,7.9,10.4,27216342,7537181,7485101,52080,8712668,474577,3202287,101668,5249,4928887,1296261,305968,290798,257221,267800,174474,"D","R","D",0.471,16.8
535,2010,"MO",5988927,6.6,6,5.6,12.4,,4.4,10.1,6.8,5.1,8,50039543,14506273,14181851,324422,12252114,1682298,3132406,33229,123,7404058,2977798,615560,945654,398391,849339,168854,"D","D","R",0.449,10
536,2010,"MT",989415,6,,5.7,,9.8,,7.5,5.8,6.1,,9296445,2616355,2588089,28266,1746966,265899,120951,27061,1738,1331317,701248,165811,80558,265774,117463,71642,"D","D","S",0.426,8.6
537,2010,"NE",1826341,5.2,5.3,4.8,12.2,9.3,,8.6,5.3,4.5,11.1,19314748,5693337,5636825,56512,3750476,435493,920414,40787,4550,2349232,1113613,176653,237798,401537,210316,87309,"D","R","R",0.43,7.8
538,2010,"NV",2700551,5.5,5.3,5.5,8.8,,4,8.1,5.3,5.5,7.3,23856105,5667021,5553782,113239,3604176,347337,975757,83492,2186,2195404,1850027,219317,716719,306487,581308,26196,"D","R","D",0.434,7.6
539,2010,"NH",1316470,3.9,6.8,4.3,,,,,5.3,3.2,9,11439436,3614412,3576162,38250,2268349,121156,53102,43776,398,2049917,611833,215792,106497,67145,102516,119883,"D","D","D",0.417,4.9
540,2010,"NJ",8791894,4.8,4.8,3.3,11.6,,3.7,7.7,5.3,4.4,5.4,102667354,32229915,31768623,461292,18526026,1722326,2608660,191043,11594,13992403,5567823,1355429,1012295,589475,1464029,1146595,"D","R","D",0.458,6.4
541,2010,"NM",2059179,5.6,5.2,4.8,14,6.7,,6,5.3,5.4,8.9,22371619,6567332,6532990,34342,6192991,618772,1066313,11992,2888,4493026,1237017,210741,320970,300771,200975,203560,"D","D","D",0.457,13.8
542,2010,"NY",19378102,5.1,5,4,9.8,10.9,3.3,8.9,5.3,4.5,5.9,295466765,71848331,70971718,876613,71061330,6932455,14771720,346324,16108,48994723,16814038,5532180,2847698,706913,4869795,2857452,"D","D","D",0.495,10.9
543,2010,"NC",9535483,7.1,5.8,5.4,13.3,11.2,4.6,10.2,7.7,5.9,9.5,79954918,23711556,23446737,264819,21412462,3120215,6896788,205053,6194,11184212,4515349,1026599,1039356,670815,1033307,745272,"D","D","D",0.458,10.7
544,2010,"ND",672591,6.8,,5.4,,17.4,,13.1,6.2,5.5,,6745898,2173024,2160975,12049,1093182,132352,66677,8316,2087,883750,671586,89223,156053,262381,106227,57702,"D","R","R",0.434,7
545,2010,"OH",11536504,7.7,7.1,6.4,14.4,,4.1,10.8,8,6.4,9.2,113844236,33210370,32812696,397674,26834400,3982657,4032505,326926,0,18492312,7002490,2269221,1234977,370374,2677175,450743,"D","D","S",0.449,9.8
546,2010,"OK",3751351,7.5,6.1,6.9,12.2,9.4,4.6,10.3,7.3,6.6,10.3,31337916,10223554,10146270,77284,7356330,715030,1148726,77904,16370,5398300,1576134,408900,445088,220949,306948,194249,"D","D","R",0.46,12.8
547,2010,"OR",3831074,5,4.2,4.7,8.2,9.5,5,6.5,5,4,7,39505823,10549518,10396412,153106,8005092,1029146,1815630,69785,22362,5068169,2736473,633827,507856,505750,954317,134723,"D","D","D",0.444,9.2
548,2010,"PA",12702379,7.2,8,5.3,12.6,,3.9,10.6,7.4,5.4,8.9,130085307,35405812,35137278,268534,31444753,3783756,2922202,138474,3869,24596452,7425195,2078660,1196810,807038,2530508,812179,"D","D","S",0.455,8.2
549,2010,"RI",1052567,7.2,4.9,5.2,12.8,,6.4,10.4,6.3,5.8,,11303070,3064527,3026553,37974,2542611,202975,57913,22497,1213,2258013,526058,221415,45695,44891,127300,86757,"D","R","D",0.442,7.8
550,2010,"SC",4625364,7.3,5.2,5.1,11.6,,4.1,9.1,7.6,5.7,8.1,42800177,12433291,12302289,131002,12214303,1153066,4766445,84597,0,6210195,2055607,548904,426504,234425,524580,321194,"D","R","R",0.462,11.9
551,2010,"SD",814180,7.1,,5.6,,11.6,,12.1,6,6.1,,6844936,2055819,2025728,30091,1281749,157172,116472,22505,1481,984119,583263,106493,162918,160183,98789,54880,"D","R","R",0.439,8.4
552,2010,"TN",6346105,7.9,6,6.4,13.4,,3.9,10.2,7.8,6.5,8.9,53553859,13085423,12964580,120843,13897504,1440216,2935197,114815,4250,9403026,2639377,923228,477262,284987,607724,346176,"D","D","R",0.468,12.4
553,2010,"TX",25145561,6.1,5.4,5.4,10.6,5,4,7.5,5.8,5.2,9.7,218807086,74896287,74360112,536175,45887687,4453776,12149877,223460,372551,28688023,11486348,2065824,3038833,1635855,3413130,1332706,"D","R","R",0.474,13.3
554,2010,"UT",2763885,4.9,5.4,5,10.7,6.8,7.4,6.1,4.9,5.4,8.4,24552266,7472633,7374213,98420,4311389,556795,979403,20898,1072,2753221,1663442,396365,473138,196116,441564,156259,"D","R","R",0.41,7.8
555,2010,"VT",625741,4.2,,5.2,,,,,5.9,4.2,,6781156,2364751,2346906,17845,1617242,167111,20183,23015,658,1406275,388488,138738,41611,77548,86092,44499,"D","R","D",0.42,6.7
556,2010,"VA",8001024,6.8,6.1,5.2,12.8,,4.6,9.9,7.3,5.8,8.2,67672601,22937636,22680072,257564,14719709,1566808,3478155,138666,6777,9529303,4146687,993475,902185,232841,1374131,644055,"D","D","S",0.456,6.8
557,2010,"WA",6724540,4.5,4.6,4.4,7.2,10.3,3.6,7.7,4.8,3.9,6,75167279,18707310,18352275,355035,15762551,2489193,4300946,249676,11092,8711644,6108819,1414409,990127,918862,2164659,620762,"D","D","D",0.443,8
558,2010,"WV",1852994,7.3,,7.2,10,,,8,7.9,5,,15684648,5304267,5262162,42105,3733922,293659,397246,30272,6803,3005942,805594,115976,174954,198977,241187,74500,"D","D","D",0.447,12.7
559,2010,"WI",5686986,5.8,5.4,5.1,13.6,7.3,5.7,9.8,6.1,5,7.3,55838979,17075054,16803654,271400,12715060,1854230,1160327,112148,14548,9573807,3088208,356096,613661,807197,981436,329818,"D","D","D",0.424,7.3
560,2010,"WY",563626,6.9,6.5,6.3,,,,10.7,6.2,5.6,,8720469,2505634,2466636,38998,1975985,368756,816572,33444,0,757213,674332,22518,149311,313384,96422,92697,"D","D","R",0.413,6.3
561,2010,"DC",601723,7.6,5.9,3.2,12,,,7.8,9.8,7.4,8.1,13682059,2486314,2379998,106316,3347176,468943,150780,48105,0,2679348,1430836,691214,232750,40884,332292,133696,"D",,,0.537,16.3
562,2011,"AL",4779736,8.2,5.2,6.8,13.3,,4.3,9.7,8.7,8.1,8.2,42380444,13435417,13322212,113205,11817643,939853,4838104,101403,6735,5931548,1813423,516002,402546,260740,372380,261755,"D","R","D",0.472,12.6
563,2011,"AK",710231,3.8,,3.2,9.2,6,4,4.6,4.4,3.9,,14580270,3410283,3367219,43064,2527812,255205,369061,42318,4001,1857227,1113784,383675,132639,395549,102342,99579,"D","R","S",0.417,8.2
564,2011,"AZ",6392017,6,6,4.9,10.4,8.9,6.3,7.8,5.9,5.1,8.8,52572172,13554525,13385017,169508,12244064,1967954,967532,94686,8402,9205490,3130727,634403,698284,465906,905809,426325,"D","R","R",0.454,10.1
565,2011,"AR",2915918,7.3,5.9,6.5,10.5,,7.6,8.6,7.1,6.7,10.1,23768135,8521695,8446175,75520,5946637,325832,1021397,93544,4804,4501060,1386986,257379,255289,314114,353320,206884,"D","D","D",0.46,13.1
566,2011,"CA",37253956,4.8,4.6,3.9,9.1,7.3,3.6,6.2,4.6,4.2,6.4,456361143,104292371,103055333,1237038,101618170,12091104,21292018,554387,10915,67669746,31773257,9941061,5593999,5319036,7075904,3843257,"D","D","D",0.466,9.7
567,2011,"CO",5029196,5.5,5.5,4.6,11.2,,6.6,8.3,5.6,4.2,8.1,49612088,13461711,13203613,258098,8772614,1454875,2319978,64431,1777,4931553,3681018,737559,1269892,459068,1116326,98173,"D","D","D",0.45,8.4
568,2011,"CT",3574097,5.2,6.7,3.7,10.6,,3.1,9.7,5.3,4.7,5.3,40406856,11821339,11653146,168193,8527601,803179,1458652,106414,3232,6156124,2148181,849418,241575,143471,550151,363566,"D","D","D",0.48,5.9
569,2011,"DE",897934,8.9,6,6.4,12.2,,,10.5,8.2,7,,9916478,3169729,3134169,35560,2227784,402386,51908,18388,0,1755102,702152,182011,65316,102009,239232,113584,"D","D","D",0.434,7.6
570,2011,"FL",18801310,6.5,4.9,5,11.1,,3.8,8.9,6.6,5.2,9.2,163070769,39328999,38691438,637561,36998961,4919985,8381665,154703,6982,23535626,14877940,3059632,2775014,3429265,3198044,2415985,"D","R","R",0.467,9
571,2011,"GA",9687653,6.9,4.4,5,9.7,,3.3,9,6.5,5.6,7.7,78539361,25537378,25349275,188103,17417529,1937498,5237754,84731,38014,10119532,4591709,1363359,889216,545454,1218316,575364,"D","R","R",0.461,11.1
572,2011,"HI",1360301,5.3,6.3,3.8,11.5,,5.6,8.9,5.7,4.4,6.8,14389261,3381097,3345400,35697,3468022,641107,666716,11146,2021,2147032,1248924,231268,273717,101252,329045,313642,"D","D","D",0.438,7.1
573,2011,"ID",1567582,5.1,6.1,4.8,,9.8,,9,5,4.2,8.9,12017709,3179160,3131029,48131,3290174,215584,821297,43092,0,2210201,834410,145830,126082,242464,179439,140595,"D","R","R",0.421,9.3
574,2011,"IL",12830632,6.6,5.6,5,13.2,,5.4,10.1,6.9,5.6,7,129545322,35366060,34669371,696689,23492535,3014107,2765918,149688,65898,17496924,8584733,2328083,2596740,450309,2711074,498527,"D","D","D",0.462,9.1
575,2011,"IN",6483802,7.6,6.6,6.6,12.7,,5,11,7,6.6,9.7,52779643,16747491,16270151,477340,12969648,878992,3476271,129811,1125,8483449,3336177,1173967,511772,334663,1051882,263893,"D","R","S",0.432,9
576,2011,"IA",3046355,4.7,3.7,4.7,11.4,,4.3,8.1,5,4.2,7.2,30322735,9759109,9636273,122836,8105119,545452,2662671,49617,20008,4827371,1955552,301554,319975,564843,567534,201646,"D","R","D",0.424,7.3
577,2011,"KS",2853118,6.2,7.1,5.5,12.9,,4.5,7.7,6.5,5.3,7.3,26523867,8462798,8366291,96507,6272417,570354,2103500,27244,4809,3566510,1390623,290710,318330,271102,350736,159745,"D","R","R",0.441,8.6
578,2011,"KY",4339367,6.4,6.6,6.5,10,,3.2,8.6,6.9,5.9,6.7,39054687,11539641,11466117,73524,9977604,1043699,1608111,93288,0,7232506,2055027,453086,295123,379904,691799,235115,"D","D","S",0.46,13.1
579,2011,"LA",4533372,8.2,4.2,5.9,11.5,,6.1,10.9,7.8,6.9,11.2,48949394,12323332,12118748,204584,12074106,805932,4724106,119093,7953,6417022,4312772,1637572,752794,851684,744875,325847,"D","R","D",0.475,14.4
580,2011,"ME",1328361,6.7,,6.2,,,,10,6.6,5.2,,12500230,3478673,3437011,41662,3563232,475329,139730,22253,249,2925671,865515,307632,89915,170665,179916,117387,"D","R","D",0.428,8.7
581,2011,"MD",5773552,6.8,5.2,3.9,11.5,,4.3,11.3,6.7,5.9,7.8,57761605,18481851,18258312,223539,11679579,1628382,482024,60625,6218,9502330,4311490,1368472,836242,576613,895737,634426,"D","D","D",0.433,5.3
582,2011,"MA",6547629,4.3,6,3.5,6.4,,3.8,9.3,4.4,3.6,5.4,78147959,19312262,19038577,273685,17913544,1222306,2048902,66806,67326,14508204,5151726,2826913,381103,332866,1217976,392868,"D","D","D",0.461,7
583,2011,"MI",9883640,6.5,5.6,5.2,13.6,11.5,4,10.4,7.1,5.6,7.8,89635214,28987330,28697437,289893,21102537,4152977,3510143,196331,0,13243086,4886325,1342591,681032,462929,1987413,412360,"D","R","S",0.444,9.6
584,2011,"MN",5303925,4.8,5.1,4.2,8.1,11.3,3.8,8,4.7,4.2,7.3,55668773,15624227,15391196,233031,15026758,1161242,1879927,85564,20986,11879039,3841321,935612,1065410,810135,701865,328299,"D","D","D",0.43,6.5
585,2011,"MS",2967297,9.2,4.7,6.4,13,12.6,7.5,13.2,8.8,8.1,10.3,27464721,7305455,7254336,51119,9035312,490709,3265853,88462,9562,5180726,1470555,349881,250763,299021,396708,174182,"D","R","D",0.471,16.8
586,2011,"MO",5988927,6.3,6.4,5.5,12.1,,3.7,9.3,6.7,5.2,8,50018655,13990036,13778701,211335,12648097,1738943,3124185,35113,4553,7745303,2858919,730128,750944,378461,842079,157307,"D","D","R",0.449,10
587,2011,"MT",989415,6,,5.6,,9.3,,7.5,5.4,6.4,,9323622,2625052,2596472,28580,1846441,266384,138916,26117,1972,1413052,725693,146207,93583,290869,122922,72112,"D","D","S",0.426,8.6
588,2011,"NE",1826341,5.6,5.6,4.4,11.4,9.8,5.8,8.6,4.9,4.5,11.8,19486972,5762451,5700817,61634,3595990,457974,914742,40764,3067,2179443,1109081,175634,270659,382063,190426,90299,"D","R","R",0.43,7.8
589,2011,"NV",2700551,5.7,4.9,5.1,9,,4.2,8.9,4.8,5.2,6.6,23324132,5678863,5576914,101949,3778111,363688,974599,91669,2164,2345991,1760313,251414,666204,337696,476945,28054,"D","R","D",0.434,7.6
590,2011,"NH",1316470,4.5,6.2,3.9,15.5,,,,4.9,3.3,8.4,11662187,3811906,3772584,39322,2302844,120798,50201,38639,386,2092820,653462,230916,110993,70423,112700,128430,"D","D","D",0.417,4.9
591,2011,"NJ",8791894,5.1,4.6,3.2,10.5,,3.8,7.5,4.9,4.3,6.1,101283266,31019262,30551441,467821,18655852,1586683,2483493,192857,12396,14380423,5600715,1555875,842985,575897,1557542,1068416,"D","R","D",0.458,6.4
592,2011,"NM",2059179,5.6,6,5.4,9.9,6.6,,7.5,5.3,6.3,9.9,22049786,6382244,6345442,36802,6111644,580597,1086049,11819,2805,4430374,1212545,215746,322819,297863,174030,202087,"D","R","D",0.457,13.8
593,2011,"NY",19378102,5.1,5.1,3.9,9.3,12.9,3.5,8.3,5.3,4.4,5.7,300754012,72394292,71545006,849286,72925641,6753346,15349518,394097,15469,50413211,16402356,5700256,2839323,667835,4507871,2687071,"D","D","D",0.495,10.9
594,2011,"NC",9535483,7.2,5.5,5.4,12.7,12,4.1,9.9,7.5,5.8,10.6,81015696,23964802,23735457,229345,21935121,2873646,7434199,211987,21539,11393750,4666923,1111134,873897,745915,1187641,748336,"D","D","D",0.458,10.7
595,2011,"ND",672591,6.5,,5.7,,15,,15,6,5.8,,7198624,2244075,2231967,12108,1161348,123307,67460,6350,2479,961752,698566,92083,157441,281437,119073,48532,"D","R","R",0.434,7
596,2011,"OH",11536504,8,6.5,6.5,13.9,,4.5,11.1,7.8,6.6,9.5,115335366,33763419,33309236,454183,28582631,3877287,4113453,337846,35048,20218997,6812163,2468653,1194201,408160,2290713,450436,"D","R","S",0.449,9.8
597,2011,"OK",3751351,7.3,6,6.9,10.9,8.7,6.7,9.6,7.2,6.6,12.7,30785762,9374963,9296608,78355,7529997,874222,1138980,77475,5452,5433868,1765887,504394,479986,223538,371648,186321,"D","R","R",0.46,12.8
598,2011,"OR",3831074,4.6,5,4.6,8.7,11.2,5.2,6.9,5.1,4.2,6.6,39902097,10643893,10491581,152312,8810500,1053071,1991062,70500,9215,5686652,2842007,628721,576719,532122,978190,126255,"D","D","D",0.444,9.2
599,2011,"PA",12702379,6.5,7.6,5.4,12.7,,3.8,9.8,7.4,5.4,10,131394328,35594102,35400372,193730,33323452,4529771,3110088,138308,1747,25543538,7540011,2162395,1117935,726885,2718271,814525,"D","R","S",0.455,8.2
600,2011,"RI",1052567,6.4,6.1,5.5,11.9,,7.8,9.6,6.4,6.5,,11483065,3089283,3049159,40124,2594847,183791,58830,18764,935,2332527,548864,225103,47850,45695,147776,82440,"D","I","D",0.442,7.8
601,2011,"SC",4625364,7.3,4.5,5.2,12.1,,4.9,9.7,7.7,6,8,42570212,12198866,12066922,131944,12833947,1091348,5033364,82982,0,6626253,2097621,572178,414647,214574,565309,330913,"D","R","R",0.462,11.9
602,2011,"SD",814180,6.1,7,5.8,,12.4,,11,6.8,6.7,,7069249,2112713,2086181,26532,1282738,170043,116091,22403,1395,972806,637807,113543,153644,179680,142596,48344,"D","R","R",0.439,8.4
603,2011,"TN",6346105,7.4,5.1,6.4,12.3,,3.9,10.1,7.7,6.2,8.3,55242375,13239783,13124682,115101,14531589,1418539,2945621,105481,4424,10057524,2893819,1090883,494588,329160,635710,343478,"D","R","R",0.468,12.4
604,2011,"TX",25145561,5.7,5.4,5.2,10.7,4.1,3.6,7.5,5.7,5.3,8.8,221155931,73986958,73484319,502639,48837520,4578418,12752694,226463,462759,30817186,11339052,2452760,2512259,1702533,3350454,1321046,"D","R","R",0.474,13.3
